username, created_at, lng, lat, text
Noah_Walden, Fri Jan 22 23:53:52 +0000 2021, -120.583402, 44.145437, @FBTpod @middlebrooks @DannyVietti @bcraw35 I almost turned it off when Will started in about how he couldn’t wait… https://t.co/xmI37pNdhE 
JustShutUpYall, Fri Jan 22 23:53:52 +0000 2021, -98.540651, 29.417501, @corsetgf @sirenayasminxo Literally that 
wcmcghee2, Fri Jan 22 23:53:52 +0000 2021, -76.913544, 38.634628, @DerenicByrd @nu1wcf Another false comparison! 
Mariocar48, Fri Jan 22 23:53:52 +0000 2021, -121.469664, 38.561722, $auph halted 👀 PR coming 
LostAnarchy, Fri Jan 22 23:53:52 +0000 2021, -115.149000, 36.167500, Just posted a photo @ Las Vegas, Nevada https://t.co/HQpQjIQ2OT 
TheRevYouKnow, Fri Jan 22 23:53:52 +0000 2021, -81.367773, 28.501678, Proud of this guy. 
GordPatrick, Fri Jan 22 23:53:52 +0000 2021, -123.120400, 49.281900, Just posted a video @ Vancouver, British Columbia https://t.co/GEtu6aF7NE 
danielcvanbree, Fri Jan 22 23:53:52 +0000 2021, -74.168241, 40.448147, @_Baileaf_ I'll send some taco bell 
Jesspolished, Fri Jan 22 23:53:52 +0000 2021, -118.411907, 34.020789, @welpimback1 @alove_1980 I never like to see anyone get hurt. That really does suck. Except Brady.... but I digress. 🙂 
bigbreetingx, Fri Jan 22 23:53:53 +0000 2021, -96.785531, 32.604786, Now to light this after work blunt 🙌🏾 
jac_KIEYOURCAR, Fri Jan 22 23:53:53 +0000 2021, -96.053431, 41.275721, You don’t even know, this is my ultimate dream line up. 
noahdyenotdie, Fri Jan 22 23:53:53 +0000 2021, -82.439835, 38.407664, If my mom sends one more Bernie sitting down meme to the family group I’m leaving 
LibbyBlog, Fri Jan 22 23:53:53 +0000 2021, -82.442694, 27.996595, @AnandWrites @kthorjensen 😂😂 
majolie764, Fri Jan 22 23:53:53 +0000 2021, -120.882482, 47.273022, @lurie_john @YrOnlyHope I am very much looking forward to this series, John. Thank you. 
SpurrFM, Fri Jan 22 23:53:53 +0000 2021, -87.533406, 33.196601, Now, imagine DeVonta Smith on the other end of this pass... a lot of doubters will be silenced when Tua gets his we… https://t.co/3PfdEVcltM 
tanyalh7, Fri Jan 22 23:53:53 +0000 2021, -96.544443, 32.924258, @RHSJacketBacker TY Southwest Kia Rockwall!! 
joedowling_MS, Fri Jan 22 23:53:53 +0000 2021, -75.228383, 40.186814, #Dignity 
NsWRLD1, Fri Jan 22 23:53:53 +0000 2021, -86.636410, 30.447682, stole @savyworldddddd ‘s cover sorry girl i needed a cover photo 😭 dont hate me 
BeisbolBrenden, Fri Jan 22 23:53:53 +0000 2021, -104.922093, 39.713563, Things are very quiet. Passan needs to drop Joc to the Royals right now. 
Coach__Boomer, Fri Jan 22 23:53:53 +0000 2021, -90.011008, 29.982601, @LowkeyDee1k @QBMechanix @NXTTraining7 @ABXperformance 
305NewsStringer, Fri Jan 22 23:53:54 +0000 2021, -80.132200, 26.174100, Just posted a photo @ Oakland Park, Florida https://t.co/l5HV3dmarD 
sommertime1981, Fri Jan 22 23:53:53 +0000 2021, -80.926628, 33.631140, @antidarkforces https://t.co/6Av8ZI6DzS 
KirkWise, Fri Jan 22 23:53:54 +0000 2021, -93.662633, 44.934613, I feel like I must be the last person on earth that just found out @Burnzie88 plays a character on the TV show Vikings. 
PNav57, Fri Jan 22 23:53:54 +0000 2021, -95.446486, 29.838495, @RoundRockTim I’m just saying it’s a slippery slope and it’s hard to judge a person’s entire playing career vs off… https://t.co/RU2uhZqTrz 
lunaxkidd, Fri Jan 22 23:53:53 +0000 2021, -97.753840, 31.079307, Screaming Happy Birthday to the greatest. I love you forever even miles and miles apart. This year is a year of gro… https://t.co/FQsll0KqXq 
Xavian24, Fri Jan 22 23:53:54 +0000 2021, -75.770041, 42.746617, Decided to pay my brother a visit today, but since I didn’t call in advance I have to wait till he’s done tattooing… https://t.co/S59vfl0uiK 
kennybor24, Fri Jan 22 23:53:54 +0000 2021, -100.076888, 31.168893, Pay attention to this kid!! 
TLowther6, Fri Jan 22 23:53:54 +0000 2021, -81.350435, 41.160251, @1Pridemore Sure is I told them you wanted your shit when I picked mine up 
juleslynch1941, Fri Jan 22 23:53:54 +0000 2021, -121.300425, 37.980826, @GavinNewsom Where in San Joaquin County can I get a vaccination ? 
cten_hue, Fri Jan 22 23:53:54 +0000 2021, -76.983118, 38.861965, @SlackHQ 
RonDaaaadon, Fri Jan 22 23:53:54 +0000 2021, -92.101762, 30.528600, Mood 
wavy_gloo, Fri Jan 22 23:53:54 +0000 2021, -95.990175, 30.083158, Dolph dropped the deluxe 🤩 
Strick9D, Fri Jan 22 23:53:55 +0000 2021, -92.436774, 38.304558, @gretakristine No shame in my game pimp. 
LSeabrookWFTV, Fri Jan 22 23:53:55 +0000 2021, -81.367773, 28.501678, @FeistyOldHag Yes at the convention center. 
ortzxi_, Fri Jan 22 23:53:55 +0000 2021, -97.753840, 31.079307, 😩😩😩 
Paola_flores114, Fri Jan 22 23:53:55 +0000 2021, -111.498181, 28.969863, Solo pido que está ves todo conspire a mi favor 🙏 
storm_wx, Fri Jan 22 23:53:55 +0000 2021, -85.598011, 42.946737, @RaidenHusky 😇 
GANJAGABES, Fri Jan 22 23:53:55 +0000 2021, -97.754724, 30.323346, omg guys i haven’t had my parents sign my syllabus yet 😖 
laurthib, Fri Jan 22 23:53:55 +0000 2021, -83.804475, 27.698682, 🚙 https://t.co/ILQOolqD0W 
1percnowitzki, Fri Jan 22 23:53:56 +0000 2021, -82.985772, 39.994684, Any bird man verse lol 
MaryMbeal1fan, Fri Jan 22 23:53:56 +0000 2021, -112.267873, 34.544869, Joe and Jill went to the Hill to save a failing country. Joe rose up and found his groove, and Jill loyally stood b… https://t.co/Tpq9OtPVX7 
stevecoutts11, Fri Jan 22 23:53:56 +0000 2021, -111.731193, 32.925569, I’m quite sure I’m not the first to come up with this, but yet, I persist. New name for trumps party. Retrumplicrit party. New logo?🥈🐀 
jeffAndersonUSN, Fri Jan 22 23:53:56 +0000 2021, -76.778020, 40.905886, @ananavarro @jaketapper You have an accent, @ananavarro? 
roddyetwit, Fri Jan 22 23:53:56 +0000 2021, -118.248063, 33.839612, @VickyKramer16 🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾 
fuckblarksville, Fri Jan 22 23:53:56 +0000 2021, -87.322169, 36.550984, getting fried off roaches bc i have no gars 🤠👍🏾 
EvelynsTooReal, Fri Jan 22 23:53:56 +0000 2021, -95.446486, 29.838495, I just found a beautiful tattoo inspiration 🥺 
444luvr, Fri Jan 22 23:53:56 +0000 2021, -77.090869, 38.817380, faygowickkannaksummrs 
__jaliyah, Fri Jan 22 23:53:57 +0000 2021, -87.890767, 31.517456, love drinking w my man, we have so much fun 🤣🤣 
hobaird, Fri Jan 22 23:53:57 +0000 2021, -96.053431, 41.275721, @enlaycock https://t.co/YKds2tsOTs 
r_aveille, Fri Jan 22 23:53:56 +0000 2021, -73.948775, 40.655138, https://t.co/S0VqPtXrmq 
johnblair66, Fri Jan 22 23:53:57 +0000 2021, -110.044783, 46.679800, @catturd2 #waytogojoe 
ImmaBoyGenius, Fri Jan 22 23:53:57 +0000 2021, -77.014398, 38.898603, Texting on this max is so much easier 
tmj_den_nursing, Fri Jan 22 23:53:57 +0000 2021, -105.096661, 39.668251, Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like "Licensed… https://t.co/qrLVDB5u32 
vanenextdoor, Fri Jan 22 23:53:57 +0000 2021, -117.104989, 32.810012, when the matrix is just capitalism 
kaydaaaa_, Fri Jan 22 23:53:57 +0000 2021, -85.141846, 34.912880, I get so turned on knowing that I’m dating a personal trainer lolMonthly Membership Cost - $ex 
lgn077, Fri Jan 22 23:53:57 +0000 2021, -80.233244, 26.624907, South is shining especially w/ the last of the signal in the fwys dying. Manuscript when its cold, tribute/xonerate… https://t.co/H02GsCsrKh 
tmj_tpa_transp, Fri Jan 22 23:53:57 +0000 2021, -81.973979, 27.997435, See our latest #Lakeland, FL #Transportation job opportunity and click the link in our bio to apply: Driver - CDL-A at United Rentals 
laurafine1003, Fri Jan 22 23:53:57 +0000 2021, -87.845248, 42.125755, @ebrekkeNSSEO @ms_schafferMS Congrats to one of the finest!!! Way to go @ms_schafferMS 
GUcomicshop, Fri Jan 22 23:53:57 +0000 2021, -74.237178, 41.028069, #SOLD!! #Underdog 1 #PatrickOwsley #Retro #Animation #Cover #Signed by #JamesKuhoric  W/ COA (B)..… https://t.co/t4DKRJNS5r 
UthyrTheImpure, Fri Jan 22 23:53:57 +0000 2021, -80.404734, 27.630996, @Carin_McLeoud @rawdenim420 @Waidwml1 @SilentAmuse Lol i got blocked. 
tmj_ksw_pharm, Fri Jan 22 23:53:57 +0000 2021, -97.212371, 37.724525, Want to work at CVS Health? We're hiring in Wichita, KS! Click the link in our bio for details on this job and more… https://t.co/iS637t0FOU 
JACKROST8, Fri Jan 22 23:53:57 +0000 2021, -87.732013, 41.833585, https://t.co/zKJl3JRWod 
JNeal916, Fri Jan 22 23:53:57 +0000 2021, -79.420865, 38.003376, #RIPHankAaron https://t.co/QmwBefzO5x 
swellvis, Fri Jan 22 23:53:57 +0000 2021, -76.991504, 38.862956, Just posted a photo @ Solomon G. Brown Corps Community Center https://t.co/ytBOWBxjWs 
juliannasoprano, Fri Jan 22 23:53:57 +0000 2021, -73.968542, 40.780709, 😂😂😂. I’m dead! 
justinlkurth, Fri Jan 22 23:53:57 +0000 2021, -105.550890, 38.997936, @COFightsBack @GeorgeBrauchler Uh, he is literally directing his comment to the event that occurred on Jan 6 which… https://t.co/YjpovVZXZp 
brew_york, Fri Jan 22 23:53:58 +0000 2021, -78.871284, 38.438306, @b_vanderbrook @InterboroNYC My followers know better 
ByNoahTaylor, Fri Jan 22 23:53:58 +0000 2021, -85.978600, 35.830522, @leonadouglas17 layup. 10-5. @lafollettepress 
RyanBadgley40, Fri Jan 22 23:53:58 +0000 2021, -75.671336, 43.089215, @Bobby_Bombs Hahahaha https://t.co/VAIso2EbLd 
willhues, Fri Jan 22 23:53:58 +0000 2021, -87.967292, 43.056722, Its become tradition now to do 2 shots of bitters on the family zoom fridays, and I am not mad about this whatsoever. 
Naybesa, Fri Jan 22 23:53:58 +0000 2021, -122.330602, 47.614817, 🗣🗣🗣🗣🗣 
tmj_sjc_labor, Fri Jan 22 23:53:58 +0000 2021, -121.129656, 37.471600, Come join our team at Adecco. Click here to learn more. https://t.co/4XyOGJ0Vix #Patterson, CA #Forklift 
tmj_sat_pharm, Fri Jan 22 23:53:58 +0000 2021, -98.447366, 29.489140, See our latest #SanAntonio, TX job and click to apply: Pharmacy Technician - Target Store - https://t.co/SEp4JDOsW3 #pharmacy 
NickTatted23, Fri Jan 22 23:53:58 +0000 2021, -74.162658, 40.792103, @_itsspyder Lmaooooooo nahhhh you was drunk 😂 
JaySan2k1, Fri Jan 22 23:53:58 +0000 2021, -72.545584, 42.113062, .@Nerdy_Mom_Mel did you do this? #BernieSanders #BernieSandersMittens https://t.co/Bp22Yrpdud 
keywestvibes, Fri Jan 22 23:53:58 +0000 2021, -81.770758, 24.569344, I have no idea what I’m doing. I’m just roaming around assuming something will happen. I have errands to run but bl… https://t.co/jUSlRaJxUQ 
CMCM_Forever, Fri Jan 22 23:53:58 +0000 2021, -78.657837, 35.843981, @90degreezz It’s true Used to be great for food...the chains rurnt that 
Yocomototo, Fri Jan 22 23:53:59 +0000 2021, -73.849441, 40.850347, R.I.P. to baseball GOD HANK ARRON 
Lorisorenson4, Fri Jan 22 23:53:59 +0000 2021, -119.777790, 39.093854, @althea89157 @Davey5311 Because a lot of them are guilty for helping him and he paid like 2.8 million for them to do it treason ASAP 
BKC92571, Fri Jan 22 23:53:59 +0000 2021, -87.732013, 41.833585, @JoJoFromJerz 😂😂😂 
_kelly_leung, Fri Jan 22 23:53:59 +0000 2021, -122.435979, 37.770657, Caught my backyard neighbor peeping into my window... 
Keniffg420, Fri Jan 22 23:53:59 +0000 2021, -75.668109, 36.019855, @DonaldJTrumpJr Dick on the brain! 
_TandR_, Fri Jan 22 23:53:59 +0000 2021, -100.076888, 31.168893, @Alchinme I have definitely noticed that January in general has been a slower month. I’m assuming it because people… https://t.co/WFJBuzjcRw 
Csysel, Fri Jan 22 23:53:59 +0000 2021, -93.606369, 41.576437, @laurenboebert Nice to see your state elects low IQ people to represent them.  Generous and open minded of them.… https://t.co/BUXYBMnchD 
RubenUofT, Fri Jan 22 23:53:59 +0000 2021, -122.330602, 47.614817, @FranktheTank210 @JohnP_TTU Dude jealous! 
BIGNAY2xs, Fri Jan 22 23:54:00 +0000 2021, -115.135165, 36.060964, Mommy, I told you lol too cute man 
Slasher, Fri Jan 22 23:54:00 +0000 2021, -73.968542, 40.780709, @endercasts and still can't aim smh 
WarDamnFox, Fri Jan 22 23:54:00 +0000 2021, -85.491540, 32.597245, @cupofmurder @mckenzikc @truecrimez_com And @cupofmurder is an awesome #truecrimepodcast. One of my faves. 
jmorriscca90, Fri Jan 22 23:54:00 +0000 2021, -92.131274, 34.751936, @bigearl88 😂 Touché! 
DUVAL_DOOM, Fri Jan 22 23:54:00 +0000 2021, -81.656217, 30.792144, @They_call_me_P @sherbert_cs I mean, I went to boot camp at Parris Island. We slept in worse places. 😂 
_MCKENTON_, Fri Jan 22 23:54:00 +0000 2021, -118.411907, 34.020789, Mood https://t.co/rMyDkxxnPy 
richardmskinner, Fri Jan 22 23:54:00 +0000 2021, -77.101999, 38.880845, @julia_azari I can tell you that it is now very hard to get students to be interested in Andrew Jackson.  The racia… https://t.co/jhArbpnfiz 
CarsonVoss, Fri Jan 22 23:54:00 +0000 2021, -86.270540, 45.001180, @Limepally @xoGlitterTV Woah relax walmart Ninja 
wuttygre, Fri Jan 22 23:54:00 +0000 2021, -93.955918, 29.901544, @sunsh1nee69 The honor was mine 🥺👉🏻👈🏻 
ed_edd_eddielee, Fri Jan 22 23:54:00 +0000 2021, -84.266174, 30.476216, @__laurannnn ain’t have to snap like that and delete 🥲 
SheCantRead, Fri Jan 22 23:54:00 +0000 2021, -73.554097, 41.098334, I just shows me he didn’t read the script no way he agreed to this foolishness 🤣🤣💀💀 
lisaboban, Fri Jan 22 23:54:00 +0000 2021, -87.478814, 41.638191, @jay_jdavis Nope. I really want to read what you come up with. 
roglemasroger3, Fri Jan 22 23:54:00 +0000 2021, -121.469664, 38.561722, Neo-Nazis like rubio do nothing good for our country. They want to see American families starve to death. They refu… https://t.co/sLDGNslOx7 
deliaroma8, Fri Jan 22 23:54:01 +0000 2021, -97.978221, 30.355857, Have you thought of rebrand your image? 
pwikowo, Fri Jan 22 23:54:01 +0000 2021, -84.327698, 39.556413, It do be 6:53 pm on a mother fucking Friday https://t.co/1XjkpNlfRy 
thought_poet77, Fri Jan 22 23:54:01 +0000 2021, -87.732013, 41.833585, I’m learning how to truly let go of what I can’t change..This healing shit really ain’t easy.. 
LisaAnnAvery, Fri Jan 22 23:54:01 +0000 2021, -86.680738, 32.576227, You are kidding, right? The way you help people in need is be personally successful and then get involved, roll up… https://t.co/JYz43yYoO2 
thevanwhite, Fri Jan 22 23:54:01 +0000 2021, -118.423010, 34.208550, Almost done just a few more pieces of wood, then sand, and finally wood stain it! #CarpenterVan show/coat rack cust… https://t.co/zduUosUplc 
dwhite105, Fri Jan 22 23:54:01 +0000 2021, -82.985772, 39.994684, I’m old enough to remember when your father allowed Russia to place bounties on American soldiers. 
GabyJuang, Fri Jan 22 23:54:01 +0000 2021, -149.758794, 61.235042, https://t.co/MFRsQNzNEn 
its_ajhaj, Fri Jan 22 23:54:01 +0000 2021, -95.446486, 29.838495, Someone that’s gone build you up  and help you out the pieces together 🥰 
jlnpjr, Fri Jan 22 23:54:01 +0000 2021, -80.341298, 25.610512, @Missykaupa Gotta start somewhere 
hiccupasterisk, Fri Jan 22 23:54:01 +0000 2021, -95.065376, 29.456615, @MoodAdjuster I like it!! 
beth_ann_z, Fri Jan 22 23:54:02 +0000 2021, -80.299804, 40.202576, A jagoff indeed 👍👏🙌 
GenieReal, Fri Jan 22 23:54:02 +0000 2021, -100.076888, 31.168893, @sksmg54 @1lucyhannah Saving Grace! Comes! Every Day! Believe. 
MySaliba60, Fri Jan 22 23:54:02 +0000 2021, -100.000000, 40.000000, GOD BLESS 💖🙏 ASHURAYA AND ASSYRIANS GOD BLESS YOU ALL   AMIN @ United States https://t.co/ENruJa7O2e 
jakesloonybin, Fri Jan 22 23:54:02 +0000 2021, -118.502709, 34.106303, Just posted a photo @ Mandeville Canyon, Los Angeles https://t.co/aAxKarQgeR 
AVANALIST3, Fri Jan 22 23:54:02 +0000 2021, -80.734815, 39.921248, @DrTwittington @SarahSpain A pig-cow? 
Jackbootsmiller, Fri Jan 22 23:54:02 +0000 2021, -93.565326, 41.358391, We need more of this 💯 
KathyMCronin, Fri Jan 22 23:54:02 +0000 2021, -71.106000, 42.337300, Just posted a photo @ Boston Children's Hospital https://t.co/OF7UMZ1kz4 
DaddySinFLA, Fri Jan 22 23:54:02 +0000 2021, -81.367773, 28.501678, @samisthejam So fucking hot 🔥 
KellyLadyB, Fri Jan 22 23:54:02 +0000 2021, -122.042544, 47.542814, @SlenderSherbet This dog has good wingmen. 
debswim2010, Fri Jan 22 23:54:02 +0000 2021, -81.345425, 28.469859, @InthemindofCP Lol Always 
NinoOne, Fri Jan 22 23:54:02 +0000 2021, -84.400837, 39.187354, So plan B? #FCCincy #YAL 🦁 #NotTalkingAboutaPill 🔶🔷 
ksaranto04, Fri Jan 22 23:54:03 +0000 2021, -84.539813, 39.137038, no -.- 
dessmotzarella, Fri Jan 22 23:54:03 +0000 2021, -95.446486, 29.838495, I need a podcast with @desusnice @THEKIDMERO @Lin_Manuel and @chrislhayes 
LexiOnFiyah, Fri Jan 22 23:54:03 +0000 2021, -105.550890, 38.997936, @nebulena_ https://t.co/9JEk38f4ym 
eel_trebor, Fri Jan 22 23:54:03 +0000 2021, -80.240128, 43.534199, 👇👇👇 Follow what #PMJT says. You'll have opportunities for vacations in the future, but now is the time to keep your… https://t.co/WfBE7aFifF 
miigaa0330, Fri Jan 22 23:54:03 +0000 2021, -96.761753, 32.819858, @funder @Didi37566524 Really 
TheDrOutlaw, Fri Jan 22 23:54:03 +0000 2021, -158.151349, 21.386840, Manny is live! 
whitwt, Fri Jan 22 23:54:03 +0000 2021, -93.389864, 41.938228, @purpledragula Why though? 
cjrhodes325, Fri Jan 22 23:54:03 +0000 2021, -77.236969, 38.805115, I love Duce but he deserves a chance that we clearly aren’t willing to give him 
goldisacks, Fri Jan 22 23:54:03 +0000 2021, -73.948775, 40.655138, @MonicaJewinsky @_mivel I do come to London my brother (British) lives in Dalston! But pandemic etc 
julestider, Fri Jan 22 23:54:03 +0000 2021, -122.498460, 37.605987, Goddamn I love California. https://t.co/tcY7uG24OG 
Loberd3, Fri Jan 22 23:54:03 +0000 2021, -86.851177, 35.935017, Forgot to tag ya @NclPhotograph 
siejedajeakime, Fri Jan 22 23:54:03 +0000 2021, -84.388900, 33.756600, Just posted a photo @ Atlanta, Georgia https://t.co/BMCRlHqoKW 
MariaNunez97, Fri Jan 22 23:54:03 +0000 2021, -86.270540, 45.001180, One thing I constantly think about is how ppl will hold a grudge on someone for YEARS. I know ppl that still talk s… https://t.co/w98ApskIop 
itsrobdavis, Fri Jan 22 23:54:04 +0000 2021, -118.369645, 34.087010, @derek_omni Great designers! 
VernonQuaal, Fri Jan 22 23:54:04 +0000 2021, -93.361321, 46.441861, @SenTinaSmith U gonna need all the help u can get,  because the military does not support Biden , they turn their backs on him. 
SpiosraFox, Fri Jan 22 23:54:04 +0000 2021, -79.002112, 35.054627, Feel like I need to think about things. 
alenkajtezovic, Fri Jan 22 23:54:04 +0000 2021, -119.306608, 37.269176, editing is always fun but always a slow process at times 
TheRealJedi__xx, Fri Jan 22 23:54:04 +0000 2021, -88.025543, 43.067538, @thisisntdiamond https://t.co/6EnrBDn8yc 
rtmpine, Fri Jan 22 23:54:04 +0000 2021, -82.669467, 40.365160, Teachers got an informal walk-through from a special guest today. He seemed a bit grumpy, didn’t provide much feedb… https://t.co/UMgpOqHofo 
AugustaPrep, Fri Jan 22 23:54:04 +0000 2021, -82.095304, 33.526322, Earlier today, our Midde and Upper School cyber teams competed in the third round of the national CyberPatriot comp… https://t.co/oERBZ6Ugi3 
StrausOrganic, Fri Jan 22 23:54:04 +0000 2021, -118.411907, 34.020789, Help celebrate and support female-owned restaurants in #LosAngeles with 10 days of Regarding Her Food’s festival st… https://t.co/f8WL0FZZeu 
JohanSal94, Fri Jan 22 23:54:04 +0000 2021, -87.946235, 42.170104, THE GROWL https://t.co/RTH1chEutv 
SteveColman4, Fri Jan 22 23:54:04 +0000 2021, -118.325145, 34.182160, So dumb it is mind numbing 
urbanfoxe, Fri Jan 22 23:54:04 +0000 2021, -73.968542, 40.780709, @ScoobyDoofus Hmm I can pick up at least 10. Probably 50/50 2.4 and 5ghz. It's weird that the microwave affects the 5 though right? 
drtulpule, Fri Jan 22 23:54:04 +0000 2021, -90.247824, 38.653771, @im_slu Resident Physician Dr. Yan Chu made this meme, and I couldn’t refrain from reposting. @AdiSureshMD… https://t.co/6SKnPGYQWF 
latixs, Fri Jan 22 23:54:05 +0000 2021, -100.076888, 31.168893, Then d**. 
etherealaqua, Fri Jan 22 23:54:05 +0000 2021, -122.232934, 37.497293, i could’ve spent forever with your hands in my pockets, picture of your face in an invisible locket 
RyleeGraceee, Fri Jan 22 23:54:04 +0000 2021, -89.922029, 35.133521, My banana nut bread candle came in today and it smells DELICIOUS 🥵🥰 https://t.co/OGNn2I6sxB 
EvansChamber1, Fri Jan 22 23:54:04 +0000 2021, -104.731181, 40.375310, A big thanks to everyone that came out to support Ziggi's Coffee ribbon cutting ceramony ✂️#coffee #coffeeshop… https://t.co/bKNYpBATKx 
Patrick_deBelen, Fri Jan 22 23:54:05 +0000 2021, -79.272570, 43.629311, @just_janna Ah I’m not alone! 🙏 
a_red_robe, Fri Jan 22 23:54:05 +0000 2021, -82.669467, 40.365160, @SgtHarvey DAMMIT 
EddieCode7, Fri Jan 22 23:54:05 +0000 2021, -118.209193, 33.923122, Literally My Heart &amp;Soul ❤🤞🏼#siblings #bigbrother #littlesister @ Lynwood/compton https://t.co/cJnu6azvOH 
LisaTrifonov, Fri Jan 22 23:54:05 +0000 2021, -80.294893, 26.156619, @SenWhitehouse Thank you, Sir! 
BY1959, Fri Jan 22 23:54:05 +0000 2021, -75.386460, 39.145024, @torrone1951 @TeaPainUSA I have my doubts about Republicans voting to convict. So, show America what really happened. 
Pooh2Solid, Fri Jan 22 23:54:05 +0000 2021, -90.158017, 32.230987, @lildurk 🩸 
Chelsiii5, Fri Jan 22 23:54:05 +0000 2021, -83.804475, 27.698682, Ummmm hey guys me and @CheyenneGeer are at dirty downs and you guys aren’t here???? 🥺💔 
Kevin94570290, Fri Jan 22 23:54:05 +0000 2021, -79.861034, 35.170499, @cristinafoxtv Both 
AMelamid, Fri Jan 22 23:54:05 +0000 2021, -75.770041, 42.746617, @hragv Do you mean you understand cultural matters and how they function in society? 
anniiedupuy, Fri Jan 22 23:54:06 +0000 2021, -90.178629, 30.001244, idk i feel like there’s bigger problems than trans women being treated like women (bc they are) ?? like maybe homel… https://t.co/gskJP8ci2A 
meggrenee13, Fri Jan 22 23:54:06 +0000 2021, -80.178392, 26.039680, Just forget..... How do you forget the one who made you fall inlove with yourself?....... 
MmuratKara34, Fri Jan 22 23:54:06 +0000 2021, -80.476404, 43.430240, @ar16865997 EvetGece kalp durmusIZIN VERILMEDI 
ptalman135, Fri Jan 22 23:54:06 +0000 2021, -74.118802, 40.936252, Driving a stickshift car in traffic is a full on leg workout 
tmj_AL_LABOR, Fri Jan 22 23:54:06 +0000 2021, -86.962409, 33.289197, Want to work at Cintas Corporation? We're hiring in #Bessemer, AL! Click the link in our bio for details on this jo… https://t.co/0tqrvnppwZ 
justindandoy, Fri Jan 22 23:54:06 +0000 2021, -80.083675, 40.409320, @wjcollege @washjeffbsu @oronline So proud of Tamia and BSU! Great work, students! 
lastoeck, Fri Jan 22 23:54:06 +0000 2021, -117.104989, 32.810012, @MatthwDayton I don’t know how as ridiculously hard as you train 
raaaaaaaaquelG, Fri Jan 22 23:54:06 +0000 2021, -81.248786, 42.948841, Hey hey hey! 
tmj_mem_eng, Fri Jan 22 23:54:06 +0000 2021, -90.048980, 35.149534, This Engineering job might be a great fit for you. Click the link in our bio to see it and more. CNC Programmer at… https://t.co/d1QpCvwcs5 
tmj_UT_LABOR, Fri Jan 22 23:54:06 +0000 2021, -113.568416, 37.096528, We're hiring! Click to apply: Dollar Tree Stores: New Openings Forklift Operator 2nd Shift - https://t.co/obBilnB1UN #Labor #StGeorge, UT 
devoncarson, Fri Jan 22 23:54:06 +0000 2021, -112.124676, 33.552863, @FlawlessLik @zerohedge Here is some good info. 
TheMeganDailey, Fri Jan 22 23:54:07 +0000 2021, -89.922029, 35.133521, Drink. No straw.Salad. No fork.My pleasure.@ChickfilA 
superduperjamal, Fri Jan 22 23:54:07 +0000 2021, -73.948775, 40.655138, @HeartLessMoshi Don’t speak to me. 
martikurtzaniba, Fri Jan 22 23:54:07 +0000 2021, -110.915573, 32.189391, Naturalist Explorations: Geology Tour of Reno https://t.co/lkMyirbrep via @YouTube 
DJFofiOficial, Fri Jan 22 23:54:07 +0000 2021, -81.311060, 28.515230, Ya ready en @elcilantrillorestaurant de la semoran 🚨🚀🚀🚀 @ El Cilantrillo Restaurant https://t.co/VUGdBn4S6j 
FrankLevesque09, Fri Jan 22 23:54:07 +0000 2021, -74.043917, 45.796493, Build the statue already, @JimIrsay 💙👊🏼🐴 #ForTheShoe #Colts #OneOfUs #TheManiac 😈 
Zay_Jack, Fri Jan 22 23:54:07 +0000 2021, -86.441236, 39.766555, Ok, 3 freshman starting. 
Roxdeerest, Fri Jan 22 23:54:07 +0000 2021, -84.895326, 39.840571, If anyone knows anything @RickDuncan04 is scared of, please send me a private message. #Revenge 
lincolnmkxone, Fri Jan 22 23:54:07 +0000 2021, -79.913521, 43.260695, @CPC_HQ Sit back, let the big boys go about running the country like it should be and Erin O'trump and you can https://t.co/p6P51LDF4V 
mikelaxne, Fri Jan 22 23:54:07 +0000 2021, -95.446486, 29.838495, Wait i can 3d scan shit with my drone? https://t.co/5s1mkaKslC 
wcmcghee2, Fri Jan 22 23:54:08 +0000 2021, -76.913544, 38.634628, @DerenicByrd @nu1wcf Or false equivalence... 
TJDRUMSS, Fri Jan 22 23:54:08 +0000 2021, -86.791549, 36.200008, 🔴 Live from Nashville @TJDRUMSS on #YouNow https://t.co/9ZRbeo6aIK https://t.co/t5LgeCP7NV 
Mr__Rutherford, Fri Jan 22 23:54:08 +0000 2021, -95.446486, 29.838495, @jmarkwrite @SugithVarughese Letterkenny is amazing. I’ve watched it through 3 times and constantly quote it. It’s… https://t.co/SenMcMRBH0 
JoeyPrusak, Fri Jan 22 23:54:08 +0000 2021, -80.517356, 25.019604, @vjzvfx Have fun. 👋🏼✌🏼 
_iFant, Fri Jan 22 23:54:08 +0000 2021, -81.202306, 41.567906, I'm at Casa de Fant in Chardon, OH w/ @7_dots https://t.co/5qTdZIomV4 
jennaelaney, Fri Jan 22 23:54:08 +0000 2021, -72.584698, 42.247740, @ItsTheMelMan Then this mf poops on my neighbor’s lawn knowing I don’t have any damn bags on me! THEN he jumps on t… https://t.co/yP2a6Cgocn 
StaceyJSpiehler, Fri Jan 22 23:54:08 +0000 2021, -89.876449, 32.571032, @rctruitt Nope! 
mlascharton, Fri Jan 22 23:54:08 +0000 2021, -122.296281, 47.119286, If you can see this, can I borrow $90? 
